Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Sub-task,Meta Ads API Real Integration,MADS-08 subtask: [NEW] Backend: billing reconciliation audit — cross-Consultant leakage check,[NEW] Backend: billing reconciliation audit — cross-Consultant leakage check,,,backend;ads;security;phase2;subtask,,MADS-08: Isolate Meta Business Manager billing/liability per Consultant at production scale
Sub-task,Meta Ads API Real Integration,MADS-08 subtask: [NEW] Backend: integrationTest — two-Consultant billing isolation scenario,[NEW] Backend: integrationTest — two-Consultant billing isolation scenario,,,backend;ads;security;phase2;subtask,,MADS-08: Isolate Meta Business Manager billing/liability per Consultant at production scale
Story,Meta Ads API Real Integration,MADS-09: Track per-market legal sign-off on Meta ad policy templates,"As a Super Admin, I want know which markets' ad creative templates have completed legal sign-off before campaigns launch there, so that PRD §19's open item — whether the Ads module needs per-market legal sign-off on templates — is resolved and tracked operationally.

PRD reference(s): §19 Open Items for Business Confirmation
Module(s)/Screen(s): ads, compliance
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Tracking/gating mechanism; the actual legal review itself is a business process outside engineering scope.

NEEDS CLARIFICATION: PRD §19: whether the Ads module needs per-market legal sign-off on templates is an open item for business confirmation — this story implements the tracking/gating mechanism assuming sign-off is required; remove the gate if business confirms it is not needed.","- Given a campaign targets a market whose ad-template legal sign-off is not yet recorded, when launch is attempted, then the system blocks launch (or flags for manual override) until sign-off is recorded for that market.",3,backend;ads;compliance;phase2,MADS-02,
Sub-task,Meta Ads API Real Integration,MADS-09 subtask: [NEW] Backend: per-market ad-template legal-signoff flag + launch gate,[NEW] Backend: per-market ad-template legal-signoff flag + launch gate,,,backend;ads;compliance;phase2;subtask,,MADS-09: Track per-market legal sign-off on Meta ad policy templates
Sub-task,Meta Ads API Real Integration,MADS-09 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ads;compliance;phase2;subtask,,MADS-09: Track per-market legal sign-off on Meta ad policy templates
Story,Production Infrastructure,PINF-01: Replace LocalStack Secrets Manager with real AWS Secrets Manager and rotation Lambdas,"As a platform security owner, I want have every credential FND-11/FND-12/OPS-02/OPS-07 sourced from real AWS Secrets Manager with automated rotation, so that RULES.md §5.3's rotation-Lambda pattern is live in production, not just LocalStack-emulated.

PRD reference(s): §5.3 Secrets handling (RULES.md)
Module(s)/Screen(s): Infra (production AWS)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Real AWS Secrets Manager + rotation Lambda wiring, replacing the entire LocalStack-emulated foundation from OPS-01/02/07.","- Given a production credential's rotation schedule triggers, when the rotation Lambda runs, then the credential rotates with no service disruption, and every consumer resolves the new value via the same ARN.",8,devops;security;phase2,"FND-11, FND-12, OPS-02, OPS-07",
Sub-task,Production Infrastructure,"PINF-01 subtask: [NEW] Infra: real AWS Secrets Manager + rotation Lambda per credential family (supplier, BYOS, Meta, Groq)","[NEW] Infra: real AWS Secrets Manager + rotation Lambda per credential family (supplier, BYOS, Meta, Groq)",,,devops;security;phase2;subtask,,PINF-01: Replace LocalStack Secrets Manager with real AWS Secrets Manager and rotation Lambdas
Sub-task,Production Infrastructure,PINF-01 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;security;phase2;subtask,,PINF-01: Replace LocalStack Secrets Manager with real AWS Secrets Manager and rotation Lambdas
Sub-task,Production Infrastructure,PINF-01 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;security;phase2;subtask,,PINF-01: Replace LocalStack Secrets Manager with real AWS Secrets Manager and rotation Lambdas
Story,Production Infrastructure,PINF-02: Replace LocalStack S3 with production S3 and encryption-at-rest policy,"As a platform security owner, I want have vouchers and the document vault stored in real S3 with an explicit encryption-at-rest policy, so that OPS-03's LocalStack buckets are replaced with production-grade storage for traveler PII and financial documents.

PRD reference(s): §20.11 Voucher; §20.10 Traveler Profile (document_vault)
Module(s)/Screen(s): Infra (production AWS)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Cutover from OPS-03's LocalStack buckets to real S3 with an explicit encryption policy.","- Given a voucher or traveler document is written in production, when storage is inspected, then it resides in a real S3 bucket with server-side encryption enabled and a documented key-management policy.",5,devops;security;phase2,OPS-03,
Sub-task,Production Infrastructure,"PINF-02 subtask: [NEW] Infra: production S3 buckets (`vouchers`, `traveler-documents`) with encryption-at-rest policy","[NEW] Infra: production S3 buckets (`vouchers`, `traveler-documents`) with encryption-at-rest policy",,,devops;security;phase2;subtask,,PINF-02: Replace LocalStack S3 with production S3 and encryption-at-rest policy
Sub-task,Production Infrastructure,PINF-02 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;security;phase2;subtask,,PINF-02: Replace LocalStack S3 with production S3 and encryption-at-rest policy
Sub-task,Production Infrastructure,PINF-02 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;security;phase2;subtask,,PINF-02: Replace LocalStack S3 with production S3 and encryption-at-rest policy
Story,Production Infrastructure,PINF-03: Replace LocalStack SQS/SNS with real AWS messaging for async event fan-out at scale,"As a platform reliability owner, I want have any async messaging introduced for event fan-out run on real SQS/SNS in production, so that OPS-01's LocalStack messaging services have a production equivalent before the platform scales beyond a single-instance event-listener model.

PRD reference(s): §5 System Architecture Overview
Module(s)/Screen(s): Infra (production AWS)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Production messaging infra cutover; scope is provisioning + connectivity, not a redesign of the event model itself.","- Given event volume exceeds what in-process `@ApplicationModuleListener` dispatch can handle at production scale, when fan-out is evaluated, then real SQS/SNS is available as the production messaging backbone, matching OPS-01's LocalStack-emulated shape.",5,devops;phase2,OPS-01,
Sub-task,Production Infrastructure,PINF-03 subtask: [NEW] Infra: production SQS/SNS provisioning and connectivity,[NEW] Infra: production SQS/SNS provisioning and connectivity,,,devops;phase2;subtask,,PINF-03: Replace LocalStack SQS/SNS with real AWS messaging for async event fan-out at scale
Sub-task,Production Infrastructure,PINF-03 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;phase2;subtask,,PINF-03: Replace LocalStack SQS/SNS with real AWS messaging for async event fan-out at scale
Sub-task,Production Infrastructure,PINF-03 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;phase2;subtask,,PINF-03: Replace LocalStack SQS/SNS with real AWS messaging for async event fan-out at scale
Story,Production Infrastructure,PINF-04: Stand up production Postgres with backup/PITR and connection-pool tuning,"As a platform reliability owner, I want have a managed production Postgres (RDS/Aurora) with point-in-time recovery and tuned connection pooling, so that the platform's booking-critical data has a real production database, not just Testcontainers-verified local Postgres.

PRD reference(s): §2 Goals & Success Metrics (99.5%+ uptime)
Module(s)/Screen(s): Infra (production database)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Managed database provisioning with backup/recovery and pooling tuning — foundational production infra with real operational risk if under-provisioned.","- Given a production incident requires point-in-time recovery, when a restore is performed, then data is recoverable to within the defined RPO, and connection pooling is tuned to the platform's real concurrent-load profile.",8,devops;phase2,OPS-04,
Sub-task,Production Infrastructure,PINF-04 subtask: [NEW] Infra: production Postgres (RDS/Aurora) with PITR backup policy and tuned connection pooling,[NEW] Infra: production Postgres (RDS/Aurora) with PITR backup policy and tuned connection pooling,,,devops;phase2;subtask,,PINF-04: Stand up production Postgres with backup/PITR and connection-pool tuning
Sub-task,Production Infrastructure,PINF-04 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;phase2;subtask,,PINF-04: Stand up production Postgres with backup/PITR and connection-pool tuning
Sub-task,Production Infrastructure,PINF-04 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;phase2;subtask,,PINF-04: Stand up production Postgres with backup/PITR and connection-pool tuning
Story,Production Infrastructure,PINF-05: Define the production deployment topology for the Spring Modulith monolith,"As a platform reliability owner, I want have a defined Kubernetes/ECS deployment topology for the monolith, so that the platform can actually run in production with defined scaling/health-check behavior.

PRD reference(s): §2 Goals & Success Metrics (99.5%+ uptime)
Module(s)/Screen(s): Infra (production deployment)
Testing tier(s): integration (Testcontainers)
Story points reasoning: First production deployment topology decision for a not-yet-deployed monolith — architecturally significant, not just a config file.","- Given production load increases, when the deployment topology is evaluated, then the monolith scales horizontally per its defined topology with health checks gating traffic to unready instances.",8,devops;phase2,PINF-04,
Sub-task,Production Infrastructure,"PINF-05 subtask: [NEW] Infra: Kubernetes/ECS deployment topology, health checks, horizontal scaling policy","[NEW] Infra: Kubernetes/ECS deployment topology, health checks, horizontal scaling policy",,,devops;phase2;subtask,,PINF-05: Define the production deployment topology for the Spring Modulith monolith
Sub-task,Production Infrastructure,PINF-05 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;phase2;subtask,,PINF-05: Define the production deployment topology for the Spring Modulith monolith
Sub-task,Production Infrastructure,PINF-05 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;phase2;subtask,,PINF-05: Define the production deployment topology for the Spring Modulith monolith
Story,Production Infrastructure,PINF-06: Evaluate multi-region/data-residency requirements for EU/UK traveler PII,"As a compliance owner, I want have a documented data-residency approach for EU/UK traveler PII before GA in those markets, so that PRD §17.2's 'EU/UK data residency evaluation for traveler PII' requirement and §19's open item are resolved with an implementable decision.

PRD reference(s): §17.2 Platform Enforcement Requirements; §19 Open Items
Module(s)/Screen(s): Infra (production, compliance)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Requires a compliance/legal decision before implementation can be scoped precisely — architecturally significant if it requires a regional deployment split.

NEEDS CLARIFICATION: PRD §19: the EU/UK data residency approach is an explicit open item for business/legal confirmation — this story's scope depends entirely on that decision and cannot be sized precisely until it's made.","- Given EU/UK traveler PII is written, when storage location is evaluated, then it complies with the resolved data-residency approach — either an EU-region deployment or a documented alternative compliant with UK/EU GDPR.",8,devops;compliance;phase2,PINF-05,
Sub-task,Production Infrastructure,PINF-06 subtask: [NEW] Infra: EU/UK data-residency decision + implementation (regional deployment or documented alternative),[NEW] Infra: EU/UK data-residency decision + implementation (regional deployment or documented alternative),,,devops;compliance;phase2;subtask,,PINF-06: Evaluate multi-region/data-residency requirements for EU/UK traveler PII
Sub-task,Production Infrastructure,PINF-06 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;compliance;phase2;subtask,,PINF-06: Evaluate multi-region/data-residency requirements for EU/UK traveler PII
Sub-task,Production Infrastructure,PINF-06 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;compliance;phase2;subtask,,PINF-06: Evaluate multi-region/data-residency requirements for EU/UK traveler PII
Story,Production Infrastructure,PINF-07: Build a blue/green or canary deployment pipeline,"As a platform reliability owner, I want deploy new releases with a blue/green or canary strategy rather than a hard cutover, so that the 99.5%+ uptime target (PRD §2) is protected during releases, not just steady-state operation.

PRD reference(s): §2 Goals & Success Metrics
Module(s)/Screen(s): Infra (production deployment)
Testing tier(s): integration (Testcontainers)
Story points reasoning: CI/CD pipeline enhancement on top of PINF-05's topology.","- Given a new release is deployed, when the pipeline runs, then traffic shifts gradually (canary) or via an instant blue/green swap, with automatic rollback on health-check failure.",5,devops;phase2,PINF-05,
Sub-task,Production Infrastructure,PINF-07 subtask: [NEW] Infra: blue/green or canary deployment pipeline with automatic rollback,[NEW] Infra: blue/green or canary deployment pipeline with automatic rollback,,,devops;phase2;subtask,,PINF-07: Build a blue/green or canary deployment pipeline
Sub-task,Production Infrastructure,PINF-07 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;phase2;subtask,,PINF-07: Build a blue/green or canary deployment pipeline
Sub-task,Production Infrastructure,PINF-07 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;phase2;subtask,,PINF-07: Build a blue/green or canary deployment pipeline
Story,Production Infrastructure,PINF-08: Write a production Flyway migration rollout/rollback runbook,"As a backend engineer, I want have a documented runbook for rolling out and, if needed, rolling back a production migration, so that OPS-04's migration discipline extends to a real production operational procedure, given migrations are additive-only and can't simply be reverted in place.

PRD reference(s): §4.2 Migration discipline (RULES.md)
Module(s)/Screen(s): Infra (production database)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Documentation deliverable formalizing OPS-04's discipline for the production operational context.","- Given a production migration needs to be rolled back, when the runbook is followed, then the rollback is executed as a new additive migration reversing the change, never an edit to the already-merged migration, per RULES.md §4.2.",3,devops;phase2,"OPS-04, PINF-04",
Sub-task,Production Infrastructure,PINF-08 subtask: [NEW] Infra: production Flyway rollout/rollback runbook,[NEW] Infra: production Flyway rollout/rollback runbook,,,devops;phase2;subtask,,PINF-08: Write a production Flyway migration rollout/rollback runbook
Sub-task,Production Infrastructure,PINF-08 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;phase2;subtask,,PINF-08: Write a production Flyway migration rollout/rollback runbook
Sub-task,Production Infrastructure,PINF-08 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;phase2;subtask,,PINF-08: Write a production Flyway migration rollout/rollback runbook
Story,Production Infrastructure,PINF-09: Provision production CDN and white-label domain CNAME infrastructure,"As a Consultant, I want have my CNAME domain (FND-06) resolve through a production CDN with the propagation speed FND-07's NFR requires, so that PRD §13.2/§24.5's white-label domain requirements are met at production scale, not just FND-07's local propagation mechanism.

PRD reference(s): §13.2 Branding Configuration; §24.5 NFR White-Label & Admin
Module(s)/Screen(s): Infra (production)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Production CDN + DNS provisioning on top of FND-06/FND-07's already-built domain-mapping and propagation mechanism.","- Given a Consultant's CNAME domain is mapped in production, when it is resolved, then it routes through the production CDN to the correct Consultant-branded storefront within the NFR's defined short window.",5,devops;whitelabel;phase2,FND-07,
Sub-task,Production Infrastructure,PINF-09 subtask: [NEW] Infra: production CDN provisioning + CNAME domain routing,[NEW] Infra: production CDN provisioning + CNAME domain routing,,,devops;whitelabel;phase2;subtask,,PINF-09: Provision production CDN and white-label domain CNAME infrastructure
Sub-task,Production Infrastructure,PINF-09 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;whitelabel;phase2;subtask,,PINF-09: Provision production CDN and white-label domain CNAME infrastructure
Sub-task,Production Infrastructure,PINF-09 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;whitelabel;phase2;subtask,,PINF-09: Provision production CDN and white-label domain CNAME infrastructure
Story,Production Infrastructure,PINF-10: Establish production secrets rotation for Adren-owned supplier and Meta credentials,"As a platform security owner, I want have Adren's own supplier and Meta credentials rotate on a defined production schedule, so that PINF-01's rotation mechanism is specifically applied and scheduled for the highest-value credential families (per RULES.md §5.3's explicit Meta-credential risk note).

PRD reference(s): §5.3 Secrets handling (RULES.md)
Module(s)/Screen(s): Infra (production)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Applies PINF-01's rotation mechanism specifically to supplier + Meta credentials with a defined schedule.","- Given a supplier or Meta credential's rotation schedule triggers in production, when rotation completes, then every live supplier/Meta integration continues functioning without a manual credential-swap step.",5,devops;security;phase2,"PINF-01, MADS-01",
Sub-task,Production Infrastructure,PINF-10 subtask: [NEW] Infra: production rotation schedule for supplier and Meta credentials,[NEW] Infra: production rotation schedule for supplier and Meta credentials,,,devops;security;phase2;subtask,,PINF-10: Establish production secrets rotation for Adren-owned supplier and Meta credentials
Sub-task,Production Infrastructure,PINF-10 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;security;phase2;subtask,,PINF-10: Establish production secrets rotation for Adren-owned supplier and Meta credentials
Sub-task,Production Infrastructure,PINF-10 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;security;phase2;subtask,,PINF-10: Establish production secrets rotation for Adren-owned supplier and Meta credentials
Story,Production Infrastructure,PINF-11: Run a disaster-recovery/backup-restore drill for booking-critical data,"As a platform reliability owner, I want prove that booking-critical data (bookings, wallet ledger, traveler profiles) can actually be restored from backup within the defined RPO/RTO, so that PINF-04's PITR capability is verified by a real drill, not just assumed to work because it's configured.

PRD reference(s): §2 Goals & Success Metrics (99.5%+ uptime)
Module(s)/Screen(s): Infra (production)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Operational verification exercise against PINF-04's backup infrastructure.","- Given a DR drill is run against a production-equivalent environment, when a restore is performed, then booking-critical data is recovered within the defined RPO/RTO, and the drill's results are documented.",5,devops;phase2,PINF-04,
Sub-task,Production Infrastructure,"PINF-11 subtask: [NEW] Infra: DR/backup-restore drill against a production-equivalent environment, results documented","[NEW] Infra: DR/backup-restore drill against a production-equivalent environment, results documented",,,devops;phase2;subtask,,PINF-11: Run a disaster-recovery/backup-restore drill for booking-critical data
Sub-task,Production Infrastructure,PINF-11 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;phase2;subtask,,PINF-11: Run a disaster-recovery/backup-restore drill for booking-critical data
Sub-task,Production Infrastructure,PINF-11 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;phase2;subtask,,PINF-11: Run a disaster-recovery/backup-restore drill for booking-critical data
Story,Security Hardening,SEC-01: Harden production JWT signing-key rotation and token expiry/refresh policy,"As a platform security owner, I want have JWT signing keys rotate on a defined schedule with a real access/refresh-token expiry policy, so that FND-01's MVP authentication foundation is production-hardened before GA.

PRD reference(s): §5.1 (RULES.md)
Module(s)/Screen(s): shared (security)
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Production-grade key management + refresh-token flow — materially more than FND-01's MVP stateless JWT foundation.","- Given the JWT signing key rotation schedule triggers, when rotation completes, then tokens signed under the previous key remain valid until their own expiry (grace period), and no service disruption occurs.
- Given an access token expires, when the client presents a refresh token, then a new access token is issued per the defined refresh policy, without requiring re-authentication.",8,backend;security;phase2,FND-01,
Sub-task,Security Hardening,SEC-01 subtask: [EXTEND] Backend: signing-key rotation with grace-period validation,[EXTEND] Backend: signing-key rotation with grace-period validation,,,backend;security;phase2;subtask,,SEC-01: Harden production JWT signing-key rotation and token expiry/refresh policy
Sub-task,Security Hardening,SEC-01 subtask: [NEW] Backend: refresh-token issuance/validation flow,[NEW] Backend: refresh-token issuance/validation flow,,,backend;security;phase2;subtask,,SEC-01: Harden production JWT signing-key rotation and token expiry/refresh policy
Sub-task,Security Hardening,SEC-01 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;security;phase2;subtask,,SEC-01: Harden production JWT signing-key rotation and token expiry/refresh policy
Sub-task,Security Hardening,SEC-01 subtask: [NEW] Backend: integrationTest — rotation-during-active-session scenario,[NEW] Backend: integrationTest — rotation-during-active-session scenario,,,backend;security;phase2;subtask,,SEC-01: Harden production JWT signing-key rotation and token expiry/refresh policy
Story,Security Hardening,SEC-02: Remediate findings from a full OWASP API Top 10 penetration test pass,"As a platform security owner, I want have every OWASP API Top 10 category assessed and remediated before GA, so that RULES.md §5.4's OWASP-relevant concerns are verified by an actual penetration test, not just the design-time mitigations already built (FND-03, FND-08, SEC-03, SEC-04, SEC-05).

PRD reference(s): §5.4 OWASP-relevant concerns (RULES.md)
Module(s)/Screen(s): shared (security)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Scope depends entirely on pentest findings — sized as the upper bound for a full-platform OWASP Top 10 pass with real remediation work, not just the test itself.","- Given the penetration test completes, when findings are reviewed, then every finding is triaged, and all Critical/High findings are remediated before GA sign-off.",8,backend;security;phase2,"FND-03, FND-08, SEC-03, SEC-04, SEC-05",
Sub-task,Security Hardening,SEC-02 subtask: [NEW] Backend: engage penetration test against the full OWASP API Top 10 checklist,[NEW] Backend: engage penetration test against the full OWASP API Top 10 checklist,,,backend;security;phase2;subtask,,SEC-02: Remediate findings from a full OWASP API Top 10 penetration test pass
Sub-task,Security Hardening,SEC-02 subtask: [NEW] Backend: remediate all Critical/High findings,[NEW] Backend: remediate all Critical/High findings,,,backend;security;phase2;subtask,,SEC-02: Remediate findings from a full OWASP API Top 10 penetration test pass
Sub-task,Security Hardening,SEC-02 subtask: [NEW] Backend: regression test per remediated finding,[NEW] Backend: regression test per remediated finding,,,backend;security;phase2;subtask,,SEC-02: Remediate findings from a full OWASP API Top 10 penetration test pass
Story,Security Hardening,SEC-03: Add SSRF protections for Consultant-configured URLs,"As a platform security owner, I want have any Consultant-supplied URL (webhook URLs, whitelabel domain verification, BYOS base-URL overrides) validated against SSRF, so that RULES.md §5.4's explicit SSRF concern — including the AWS metadata endpoint `169.254.169.254` — is closed before any such input surface ships for real.

PRD reference(s): §5.4 OWASP-relevant concerns (RULES.md, SSRF)
Module(s)/Screen(s): whitelabel, supplier
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Focused validation-layer story covering every current and near-term Consultant-supplied-URL surface.","- Given a Consultant supplies a URL that resolves to an internal/link-local address (e.g. `169.254.169.254`), when the backend validates it before fetching, then the request is rejected — an allow-list of expected external hosts is checked, not a deny-list of forbidden ones.",5,backend;security;phase2,FND-06,
Sub-task,Security Hardening,SEC-03 subtask: [NEW] Backend: SSRF validation helper (allow-list based) applied to every Consultant-supplied URL input,[NEW] Backend: SSRF validation helper (allow-list based) applied to every Consultant-supplied URL input,,,backend;security;phase2;subtask,,SEC-03: Add SSRF protections for Consultant-configured URLs
Sub-task,Security Hardening,SEC-03 subtask: [NEW] Backend: unit test — internal/link-local address rejected,[NEW] Backend: unit test — internal/link-local address rejected,,,backend;security;phase2;subtask,,SEC-03: Add SSRF protections for Consultant-configured URLs
Sub-task,Security Hardening,SEC-03 subtask: [NEW] Backend: integrationTest,[NEW] Backend: integrationTest,,,backend;security;phase2;subtask,,SEC-03: Add SSRF protections for Consultant-configured URLs
Story,Security Hardening,SEC-04: Add rate limiting on search/booking endpoints against inbound scraping,"As a platform security owner, I want have search/booking endpoints rate-limited against a competitor scraping Adren's re-exposed supplier pricing, so that RULES.md §5.4's distinct inbound-scraping concern (separate from per-supplier outbound rate limiting) is closed before GA.

PRD reference(s): §5.4 OWASP-relevant concerns (RULES.md, inbound rate limiting)
Module(s)/Screen(s): booking
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Inbound rate-limiting layer, deliberately distinct from the outbound per-supplier limiters already built in Phase 1.","- Given a single client issues an abnormally high volume of search requests in a short window, when the inbound rate limiter evaluates, then further requests are throttled/rejected, distinct from and independent of the per-supplier outbound limiters in `supplier`.",5,backend;security;phase2,FND-13,
Sub-task,Security Hardening,SEC-04 subtask: [NEW] Backend: inbound rate limiter on search/booking endpoints,[NEW] Backend: inbound rate limiter on search/booking endpoints,,,backend;security;phase2;subtask,,SEC-04: Add rate limiting on search/booking endpoints against inbound scraping
Sub-task,Security Hardening,SEC-04 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;security;phase2;subtask,,SEC-04: Add rate limiting on search/booking endpoints against inbound scraping
Sub-task,Security Hardening,SEC-04 subtask: [NEW] Backend: integrationTest — burst-request scenario throttled,[NEW] Backend: integrationTest — burst-request scenario throttled,,,backend;security;phase2;subtask,,SEC-04: Add rate limiting on search/booking endpoints against inbound scraping
Story,Security Hardening,SEC-05: Audit every request DTO for mass-assignment exposure,"As a platform security owner, I want have every request DTO audited to confirm it binds explicit fields onto entities via business methods, never raw entity binding, so that RULES.md §5.4's mass-assignment concern is verified across every endpoint that shipped during Phase 1, not just the one it was originally called out on.

PRD reference(s): §5.4 OWASP-relevant concerns (RULES.md, mass assignment)
Module(s)/Screen(s): shared (security)
Testing tier(s): unit
Story points reasoning: Audit + remediation pass across the full endpoint surface built in Phase 1 — breadth-bound, not individually complex.","- Given every Phase 1 request-body-accepting endpoint is audited, when the audit runs, then each one binds onto a request DTO mapped explicitly onto the entity's business constructor/methods — no endpoint allows a client to set `status`, `ai_generated`, or any other entity-internal field via extra JSON fields.",5,backend;security;phase2,FND-22,
Sub-task,Security Hardening,SEC-05 subtask: [NEW] Backend: mass-assignment audit checklist run against every Phase 1 endpoint,[NEW] Backend: mass-assignment audit checklist run against every Phase 1 endpoint,,,backend;security;phase2;subtask,,SEC-05: Audit every request DTO for mass-assignment exposure
Sub-task,Security Hardening,SEC-05 subtask: [NEW] Backend: remediation for any endpoint found binding raw entities,[NEW] Backend: remediation for any endpoint found binding raw entities,,,backend;security;phase2;subtask,,SEC-05: Audit every request DTO for mass-assignment exposure
Sub-task,Security Hardening,SEC-05 subtask: [NEW] Backend: unit test per remediated endpoint,[NEW] Backend: unit test per remediated endpoint,,,backend;security;phase2;subtask,,SEC-05: Audit every request DTO for mass-assignment exposure
Story,Security Hardening,SEC-06: Harden the dynamic per-Consultant CORS allow-list for production,"As a platform security owner, I want have FND-08's dynamic CORS allow-list verified against production domain-mapping edge cases (domain removal, re-mapping, expired CNAME), so that the MVP's dynamic CORS mechanism holds under real domain-lifecycle churn, not just the happy-path mapping FND-08 tested.

PRD reference(s): §5.4 OWASP-relevant concerns (RULES.md, CORS)
Module(s)/Screen(s): whitelabel
Testing tier(s): integration (Testcontainers)
Story points reasoning: Edge-case hardening pass on top of FND-08's already-built dynamic allow-list mechanism.","- Given a Consultant's CNAME domain is unmapped or reassigned, when a request from the old domain arrives, then CORS immediately reflects the current domain registry state — no stale allow-list entry persists past the unmapping.",3,backend;security;whitelabel;phase2,FND-08,
Sub-task,Security Hardening,SEC-06 subtask: [EXTEND] Backend: CORS allow-list cache invalidation on domain unmapping/remapping,[EXTEND] Backend: CORS allow-list cache invalidation on domain unmapping/remapping,,,backend;security;whitelabel;phase2;subtask,,SEC-06: Harden the dynamic per-Consultant CORS allow-list for production
Sub-task,Security Hardening,SEC-06 subtask: [NEW] Backend: integrationTest — unmapping edge case,[NEW] Backend: integrationTest — unmapping edge case,,,backend;security;whitelabel;phase2;subtask,,SEC-06: Harden the dynamic per-Consultant CORS allow-list for production
Story,Security Hardening,SEC-07: Audit PCI-DSS scope for the Stripe hosted-elements integration,"As a compliance owner, I want have an independent audit confirm no raw card data ever reaches the Adren backend, so that PRD §24.4's PCI-scope-minimization NFR is externally verified, not just assumed correct from FIN-11's design.

PRD reference(s): §24.4 NFR Payments & Wallet
Module(s)/Screen(s): payments
Testing tier(s): integration (Testcontainers)
Story points reasoning: Audit + any remediation surfaced by it, against FIN-11's already-built hosted-elements integration.","- Given the PCI-DSS scope audit runs against FIN-11's Stripe integration, when every code path is reviewed, then no raw PAN/CVV field exists in any DTO, log line, or database column — Stripe's hosted elements are confirmed as the sole card-data touchpoint.",5,backend;security;payments;phase2,FIN-11,
Sub-task,Security Hardening,SEC-07 subtask: [NEW] Backend: PCI-DSS scope audit against the Stripe integration,[NEW] Backend: PCI-DSS scope audit against the Stripe integration,,,backend;security;payments;phase2;subtask,,SEC-07: Audit PCI-DSS scope for the Stripe hosted-elements integration
Sub-task,Security Hardening,SEC-07 subtask: [NEW] Backend: remediation for any finding,[NEW] Backend: remediation for any finding,,,backend;security;payments;phase2;subtask,,SEC-07: Audit PCI-DSS scope for the Stripe hosted-elements integration
Sub-task,Security Hardening,SEC-07 subtask: [NEW] Backend: regression test preventing raw card data from ever entering a DTO,[NEW] Backend: regression test preventing raw card data from ever entering a DTO,,,backend;security;payments;phase2;subtask,,SEC-07: Audit PCI-DSS scope for the Stripe hosted-elements integration
