Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Sub-task,AI Layer,AI-03 subtask: [NEW] Backend: audit-log write as a transactional gate (backend-best-practices §7 — failed write blocks suggestion use),[NEW] Backend: audit-log write as a transactional gate (backend-best-practices §7 — failed write blocks suggestion use),,,backend;ai;phase1;subtask,,AI-03: Complete a partially built itinerary with AI
Sub-task,AI Layer,AI-03 subtask: [NEW] Backend: REST endpoint,[NEW] Backend: REST endpoint,,,backend;ai;phase1;subtask,,AI-03: Complete a partially built itinerary with AI
Sub-task,AI Layer,AI-03 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;phase1;subtask,,AI-03: Complete a partially built itinerary with AI
Sub-task,AI Layer,AI-03 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;ai;phase1;subtask,,AI-03: Complete a partially built itinerary with AI
Story,AI Layer,AI-04: Include supplier source and live-availability status on every AI suggestion,"As a Consultant/User, I want see which supplier and how current the availability is for every AI-suggested line item before approving it, so that PRD §11.3's acceptance criterion — every line item shows supplier source and live status before approval — is met as a first-class response field, not something the frontend has to infer.

PRD reference(s): §11.3 Acceptance Criteria; §11.2 principle 2 (confidence & availability indicators)
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: DTO-shape discipline on top of AI-02/03's response — backend-best-practices §7 calls this out explicitly as a first-class-field requirement.","- Given an AI-generated itinerary is produced, when each line item is inspected, then it carries `supplierId` and an availability-as-of timestamp as explicit response fields.",5,backend;ai;phase1,AI-02,
Sub-task,AI Layer,AI-04 subtask: [EXTEND] Backend: `AiSuggestionResponse (supplierId + availabilityAsOf fields)` business logic / state-transition method,[EXTEND] Backend: `AiSuggestionResponse (supplierId + availabilityAsOf fields)` business logic / state-transition method,,,backend;ai;phase1;subtask,,AI-04: Include supplier source and live-availability status on every AI suggestion
Sub-task,AI Layer,"AI-04 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;ai;phase1;subtask,,AI-04: Include supplier source and live-availability status on every AI suggestion
Sub-task,AI Layer,AI-04 subtask: [EXTEND] Backend: REST endpoint `(internal — response DTO shape)`,[EXTEND] Backend: REST endpoint `(internal — response DTO shape)`,,,backend;ai;phase1;subtask,,AI-04: Include supplier source and live-availability status on every AI suggestion
Sub-task,AI Layer,AI-04 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;phase1;subtask,,AI-04: Include supplier source and live-availability status on every AI suggestion
Sub-task,AI Layer,AI-04 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;ai;phase1;subtask,,AI-04: Include supplier source and live-availability status on every AI suggestion
Story,AI Layer,AI-05: Model AI failure/no-viable-suggestion as an explicit response state,"As a Consultant/User, I want have the AI explicitly state it cannot produce a valid suggestion rather than substituting an over-budget or fabricated option, so that PRD §11.2 principle 4, §23.3 Edge Case #7, and T13 are satisfied.

PRD reference(s): §11.2 principle 4; §23.3 Edge Case #7; §25 T13
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Well-specified sealed-response-type requirement (backend-best-practices §7) — `NoViableSuggestion(reason)` as a legitimate typed value, not an exception.","- Given zero available suppliers exist for a location, when AI generation runs, then it states 'no inventory available' explicitly (§11.3).
- Given AI is asked to complete an itinerary with a budget no available inventory can meet, when generation runs, then it explicitly states this inability rather than silently picking the closest over-budget option (T13).",5,backend;ai;phase1,AI-02,
Sub-task,AI Layer,AI-05 subtask: [EXTEND] Backend: `NoViableSuggestion result type` business logic / state-transition method,[EXTEND] Backend: `NoViableSuggestion result type` business logic / state-transition method,,,backend;ai;phase1;subtask,,AI-05: Model AI failure/no-viable-suggestion as an explicit response state
Sub-task,AI Layer,"AI-05 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;ai;phase1;subtask,,AI-05: Model AI failure/no-viable-suggestion as an explicit response state
Sub-task,AI Layer,AI-05 subtask: [EXTEND] Backend: REST endpoint `(internal — response DTO shape)`,[EXTEND] Backend: REST endpoint `(internal — response DTO shape)`,,,backend;ai;phase1;subtask,,AI-05: Model AI failure/no-viable-suggestion as an explicit response state
Sub-task,AI Layer,AI-05 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;phase1;subtask,,AI-05: Model AI failure/no-viable-suggestion as an explicit response state
Sub-task,AI Layer,AI-05 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;ai;phase1;subtask,,AI-05: Model AI failure/no-viable-suggestion as an explicit response state
Story,AI Layer,AI-06: Enforce mandatory human-in-the-loop approval before an AI itinerary reaches the traveler,"As a Consultant/User, I want have every AI-generated itinerary require my explicit approval before it can be shared with a traveler, so that PRD §11.2 principle 3 is enforced at the workflow level, not left to convention.

PRD reference(s): §11.2 principle 3; §6 Roles & Permissions Matrix (AI approval row)
Module(s)/Screen(s): ai, booking
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Workflow gate wired into BOK-08's Quotation-save transition — the enforcement point matters more than the approval UI itself (AI-10 covers the UI).","- Given an AI-generated itinerary is produced, when an attempt is made to save it as a Quotation or share it with a traveler without approval, then the workflow blocks the transition until the Consultant/permitted User explicitly approves.",5,backend;ai;phase1,"AI-02, BOK-08",
Sub-task,AI Layer,AI-06 subtask: [EXTEND] Backend: `requireAiApproval` business logic / state-transition method,[EXTEND] Backend: `requireAiApproval` business logic / state-transition method,,,backend;ai;phase1;subtask,,AI-06: Enforce mandatory human-in-the-loop approval before an AI itinerary reaches the traveler
Sub-task,AI Layer,"AI-06 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;ai;phase1;subtask,,AI-06: Enforce mandatory human-in-the-loop approval before an AI itinerary reaches the traveler
Sub-task,AI Layer,AI-06 subtask: [EXTEND] Backend: REST endpoint `(internal — gate on Itinerary.markAsQuotation for AI-generated itineraries)`,[EXTEND] Backend: REST endpoint `(internal — gate on Itinerary.markAsQuotation for AI-generated itineraries)`,,,backend;ai;phase1;subtask,,AI-06: Enforce mandatory human-in-the-loop approval before an AI itinerary reaches the traveler
Sub-task,AI Layer,AI-06 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;phase1;subtask,,AI-06: Enforce mandatory human-in-the-loop approval before an AI itinerary reaches the traveler
Sub-task,AI Layer,AI-06 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;ai;phase1;subtask,,AI-06: Enforce mandatory human-in-the-loop approval before an AI itinerary reaches the traveler
Story,AI Layer,"AI-07: Write a 100%-logged, insert-only AI suggestion audit trail","As a Super Admin, I want have every single AI suggestion logged with its input, source data, output, and disposition — no sampling, so that PRD §11.2 principle 5, §24.3's 100%-logged NFR, and RULES.md §6.3's audit-trail requirement are satisfied.

PRD reference(s): §11.2 principle 5; §24.3 NFR AI Governance; §6.3 (RULES.md)
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest), integration (Testcontainers)
Story points reasoning: Dedicated insert-only `ai_suggestion_audit_log` table distinct from application logs, per RULES.md §6.3's explicit retention/immutability distinction.","- Given any AI suggestion is generated, when the audit-log write is attempted, then if the write fails, the suggestion is not usable/displayed — the audit write is a transactional gate, not a fire-and-forget side channel (backend-best-practices §7).
- Given 100 AI calls are made in a load test, when the audit log is inspected, then exactly 100 entries exist — zero sampling.",5,backend;ai;phase1,AI-02,
Sub-task,AI Layer,AI-07 subtask: [NEW] Backend: `AiSuggestionAuditLog` entity (insert-only),[NEW] Backend: `AiSuggestionAuditLog` entity (insert-only),,,backend;ai;phase1;subtask,,"AI-07: Write a 100%-logged, insert-only AI suggestion audit trail"
Sub-task,AI Layer,AI-07 subtask: [EXTEND] Backend: every AI capability writes the audit log transactionally before returning a usable suggestion,[EXTEND] Backend: every AI capability writes the audit log transactionally before returning a usable suggestion,,,backend;ai;phase1;subtask,,"AI-07: Write a 100%-logged, insert-only AI suggestion audit trail"
Sub-task,AI Layer,AI-07 subtask: [NEW] Backend: unit test — failed audit write blocks suggestion use,[NEW] Backend: unit test — failed audit write blocks suggestion use,,,backend;ai;phase1;subtask,,"AI-07: Write a 100%-logged, insert-only AI suggestion audit trail"
Sub-task,AI Layer,AI-07 subtask: [NEW] Backend: integrationTest — 100% logging under concurrent calls,[NEW] Backend: integrationTest — 100% logging under concurrent calls,,,backend;ai;phase1;subtask,,"AI-07: Write a 100%-logged, insert-only AI suggestion audit trail"
Story,AI Layer,AI-08: Capture both the original AI suggestion and the Consultant's edited final version in the audit trail,"As a Super Admin, I want see both what the AI originally suggested and what the Consultant changed it to before approval, so that PRD §23.3 Edge Case #8 and T14 are satisfied — the audit log must never overwrite the original.

PRD reference(s): §23.3 Edge Case #8; §25 T14
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Extends AI-07's audit entity with a linked edit-history record.","- Given an AI-suggested itinerary is edited by the Consultant after generation, then re-approved, when the audit log is inspected, then both the original AI output and the edited final version are present, not overwritten (T14).",5,backend;ai;phase1,AI-07,
Sub-task,AI Layer,AI-08 subtask: [EXTEND] Backend: `AiSuggestionAuditLog` gains a linked `editedFinalVersion` record on approval,[EXTEND] Backend: `AiSuggestionAuditLog` gains a linked `editedFinalVersion` record on approval,,,backend;ai;phase1;subtask,,AI-08: Capture both the original AI suggestion and the Consultant's edited final version in the audit trail
Sub-task,AI Layer,AI-08 subtask: [NEW] Backend: unit test — original preserved after edit,[NEW] Backend: unit test — original preserved after edit,,,backend;ai;phase1;subtask,,AI-08: Capture both the original AI suggestion and the Consultant's edited final version in the audit trail
Sub-task,AI Layer,AI-08 subtask: [NEW] Backend: module test,[NEW] Backend: module test,,,backend;ai;phase1;subtask,,AI-08: Capture both the original AI suggestion and the Consultant's edited final version in the audit trail
Story,AI Layer,AI-09: Re-validate AI-suggested pricing at booking time if it has gone stale,"As a Consultant/User, I want have any AI-approved itinerary re-validated against live supplier pricing before booking confirms, so that PRD §11.3's re-validation acceptance criterion is met — stale pricing discovered post-approval triggers re-validation at booking time.

PRD reference(s): §11.3 Acceptance Criteria (stale pricing re-validation)
Module(s)/Screen(s): ai, supplier
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Reuses the same re-validation pattern already required for Mystifly (§10.2.4) — applied specifically to AI-sourced line items at booking time.","- Given stale pricing is discovered post-approval on an AI-generated line item, when booking is attempted, then the system re-validates against the live supplier before confirming, following the same 'price changed, please confirm' pattern as §10.2.4's Mystifly fare-expiry rule.",5,backend;ai;phase1,"AI-02, BOK-13",
Sub-task,AI Layer,AI-09 subtask: [EXTEND] Backend: `revalidateAiPricingAtBooking` business logic / state-transition method,[EXTEND] Backend: `revalidateAiPricingAtBooking` business logic / state-transition method,,,backend;ai;phase1;subtask,,AI-09: Re-validate AI-suggested pricing at booking time if it has gone stale
Sub-task,AI Layer,"AI-09 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;ai;phase1;subtask,,AI-09: Re-validate AI-suggested pricing at booking time if it has gone stale
Sub-task,AI Layer,AI-09 subtask: [EXTEND] Backend: REST endpoint `(internal — invoked during confirmBooking for ai_generated itineraries)`,[EXTEND] Backend: REST endpoint `(internal — invoked during confirmBooking for ai_generated itineraries)`,,,backend;ai;phase1;subtask,,AI-09: Re-validate AI-suggested pricing at booking time if it has gone stale
Sub-task,AI Layer,AI-09 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;phase1;subtask,,AI-09: Re-validate AI-suggested pricing at booking time if it has gone stale
Sub-task,AI Layer,AI-09 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;ai;phase1;subtask,,AI-09: Re-validate AI-suggested pricing at booking time if it has gone stale
Story,AI Layer,AI-10: Build the 'Complete with AI' entry point with source/availability badges,"As a Consultant/User, I want invoke AI assistance and see AI-suggested line items with source-supplier and availability badges before they're added — never silently inserted, so that PRD §21.2's AI-assist entry point spec is implemented exactly as described.

PRD reference(s): §21.2 Itinerary Builder (AI-assist entry point); §11.2 principle 2
Module(s)/Screen(s): Itinerary Builder (21.2)
Testing tier(s): component test, e2e
Story points reasoning: Frontend consumer of AI-02/AI-04/AI-05's typed response states (Suggested/NoViableSuggestion) — the UI must render all three explicitly.","- Given 'Complete with AI' is clicked, when suggestions are returned, then they are shown with source-supplier and availability badges (AI-04's fields) and require explicit accept/reject — never silently inserted into the itinerary.",5,frontend;ai;phase1,"AI-02, AI-04, AI-05, FND-16",
Sub-task,AI Layer,AI-10 subtask: [NEW] Frontend: `useAiAssist` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useAiAssist` hook (React Query for server data per RULES.md §7.1),,,frontend;ai;phase1;subtask,,AI-10: Build the 'Complete with AI' entry point with source/availability badges
Sub-task,AI Layer,AI-10 subtask: [NEW] Frontend: `AiAssistPanel.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[NEW] Frontend: `AiAssistPanel.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,frontend;ai;phase1;subtask,,AI-10: Build the 'Complete with AI' entry point with source/availability badges
Sub-task,AI Layer,"AI-10 subtask: [NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)","[NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)",,,frontend;ai;phase1;subtask,,AI-10: Build the 'Complete with AI' entry point with source/availability badges
Sub-task,AI Layer,"AI-10 subtask: [NEW] Frontend: Playwright e2e spec (extends `search-flow.spec.ts` pattern, PRD §9.1 flow)","[NEW] Frontend: Playwright e2e spec (extends `search-flow.spec.ts` pattern, PRD §9.1 flow)",,,frontend;ai;phase1;subtask,,AI-10: Build the 'Complete with AI' entry point with source/availability badges
Story,AI Layer,AI-11: Build the AI Governance/Audit Log viewer in the Super Admin Console,"As a Super Admin, I want browse the AI suggestion audit log across all Consultants, so that PRD §6's 'View AI governance/audit logs (Yes, all)' capability and §21.6's Super Admin Console navigation are implemented.

PRD reference(s): §6 Roles & Permissions Matrix; §21.6 Super Admin Console
Module(s)/Screen(s): ai, Super Admin Console (21.6)
Testing tier(s): unit, module (@ApplicationModuleTest), component test
Story points reasoning: Read-only UI over AI-07/AI-08's audit trail with pagination and role-gating.","- Given Super Admin opens the AI Governance Logs section, when the page loads, then every AI suggestion's input, source data, output, and disposition is browsable and paginated, filterable by Consultant.
- Given a Consultant attempts to reach the equivalent view, when the request is made, then it is rejected — only Super Admin has 'all' visibility per §6.",5,backend;frontend;ai;phase1,"AI-07, AI-08, FND-02",
Sub-task,AI Layer,"AI-11 subtask: [NEW] Backend: `GET /api/v1/ai/audit-log` paginated, Super-Admin-only endpoint","[NEW] Backend: `GET /api/v1/ai/audit-log` paginated, Super-Admin-only endpoint",,,backend;frontend;ai;phase1;subtask,,AI-11: Build the AI Governance/Audit Log viewer in the Super Admin Console
Sub-task,AI Layer,AI-11 subtask: [NEW] Frontend: `useAiGovernanceLog` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useAiGovernanceLog` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;ai;phase1;subtask,,AI-11: Build the AI Governance/Audit Log viewer in the Super Admin Console
Sub-task,AI Layer,AI-11 subtask: [NEW] Frontend: `AiGovernanceLogViewer.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[NEW] Frontend: `AiGovernanceLogViewer.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,backend;frontend;ai;phase1;subtask,,AI-11: Build the AI Governance/Audit Log viewer in the Super Admin Console
Sub-task,AI Layer,"AI-11 subtask: [NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)","[NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)",,,backend;frontend;ai;phase1;subtask,,AI-11: Build the AI Governance/Audit Log viewer in the Super Admin Console
Story,AI Layer,AI-12: Generate AI ad-creative variants grounded in package content and live pricing,"As a Consultant, I want have the AI generate multiple ad-creative variants for my package, grounded in its actual content and current price, so that PRD §14.4's AI Creative Generation requirement is met — creative must never reference stale or fabricated package details.

PRD reference(s): §14.4 AI Creative Generation; §14.2 step 3
Module(s)/Screen(s): ai, ads
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Cross-module (ai↔ads) generation feeding directly into the Campaign Builder's creative gallery (ADS-04) — depends on both AI-02's generation discipline and a live Package read.","- Given a Consultant requests creative variants for a published Package, when generation runs, then each variant's copy text is grounded in the Package's actual name/description/current sell price — never fabricated or stale.",8,backend;ai;ads;phase1,"AI-02, BOK-12",
Sub-task,AI Layer,AI-12 subtask: [EXTEND] Backend: ad-creative variant generation grounded in package content — Groq client call + prompt construction (`adren.ai.groq` config),[EXTEND] Backend: ad-creative variant generation grounded in package content — Groq client call + prompt construction (`adren.ai.groq` config),,,backend;ai;ads;phase1;subtask,,AI-12: Generate AI ad-creative variants grounded in package content and live pricing
Sub-task,AI Layer,AI-12 subtask: [NEW] Backend: audit-log write as a transactional gate (backend-best-practices §7 — failed write blocks suggestion use),[NEW] Backend: audit-log write as a transactional gate (backend-best-practices §7 — failed write blocks suggestion use),,,backend;ai;ads;phase1;subtask,,AI-12: Generate AI ad-creative variants grounded in package content and live pricing
Sub-task,AI Layer,AI-12 subtask: [NEW] Backend: REST endpoint,[NEW] Backend: REST endpoint,,,backend;ai;ads;phase1;subtask,,AI-12: Generate AI ad-creative variants grounded in package content and live pricing
Sub-task,AI Layer,AI-12 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;ai;ads;phase1;subtask,,AI-12: Generate AI ad-creative variants grounded in package content and live pricing
Sub-task,AI Layer,AI-12 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;ai;ads;phase1;subtask,,AI-12: Generate AI ad-creative variants grounded in package content and live pricing
Story,AI Layer,AI-13: Bound AI response latency to protect the 10-minute itinerary target,"As a Consultant/User, I want have AI suggestions return within a few seconds per segment, so that PRD §24.3's NFR is met so the overall itinerary build stays within the 10-minute target from §9.6.

PRD reference(s): §24.3 NFR AI Governance; §9.6 NFR (10-minute target)
Module(s)/Screen(s): ai
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Timeout/retry configuration on top of AI-01's client wrapper.","- Given an AI itinerary-completion request is made, when the Groq call is issued, then a bounded per-segment timeout is enforced, with each retry/timeout attempt logged distinctly per AI-07's audit requirement.",3,backend;ai;phase1,"AI-01, AI-07",
Sub-task,AI Layer,AI-13 subtask: [EXTEND] Backend: bounded per-segment timeout on `GroqClient`,[EXTEND] Backend: bounded per-segment timeout on `GroqClient`,,,backend;ai;phase1;subtask,,AI-13: Bound AI response latency to protect the 10-minute itinerary target
Sub-task,AI Layer,AI-13 subtask: [NEW] Backend: distinct per-attempt audit logging on retry (not just the final attempt),[NEW] Backend: distinct per-attempt audit logging on retry (not just the final attempt),,,backend;ai;phase1;subtask,,AI-13: Bound AI response latency to protect the 10-minute itinerary target
Sub-task,AI Layer,AI-13 subtask: [NEW] Backend: unit test — timeout triggers distinct-attempt logging,[NEW] Backend: unit test — timeout triggers distinct-attempt logging,,,backend;ai;phase1;subtask,,AI-13: Bound AI response latency to protect the 10-minute itinerary target
Story,Local DMC + BYOS,DMC-01: Submit a new Local DMC for onboarding,"As a Consultant, I want submit a Local DMC's business info, product categories, sample rates, and references, so that PRD §10.3 step 1's onboarding submission is captured before any vetting can begin.

PRD reference(s): §10.3 Local DMC Onboarding step 1; §20.14 Local DMC Record
Module(s)/Screen(s): supplier, Local DMC Onboarding — NEW feature folder
Testing tier(s): unit, module (@ApplicationModuleTest), component test
Story points reasoning: New entity + submission form; the Pending-by-default rule is the load-bearing invariant (enforced on the entity, per backend-best-practices §1).","- Given a Consultant submits a new Local DMC, when the submission is saved, then its status is Pending, not Active, until at least one verification step completes (T9).",5,backend;frontend;dmc;supplier;phase1,FND-01,
Sub-task,Local DMC + BYOS,"DMC-01 subtask: [NEW] Backend: `LocalDmcRecord` entity + `LocalDmcRecordRepository` (package-private, own Flyway migration)","[NEW] Backend: `LocalDmcRecord` entity + `LocalDmcRecordRepository` (package-private, own Flyway migration)",,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Sub-task,Local DMC + BYOS,DMC-01 subtask: [NEW] Backend: `submitLocalDmc` on the module `ServiceImpl` + domain event publication (`@Transactional`),[NEW] Backend: `submitLocalDmc` on the module `ServiceImpl` + domain event publication (`@Transactional`),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Sub-task,Local DMC + BYOS,DMC-01 subtask: [NEW] Backend: REST endpoint `POST /api/v1/local-dmc` (Controller depends on the module's `Api` interface only),[NEW] Backend: REST endpoint `POST /api/v1/local-dmc` (Controller depends on the module's `Api` interface only),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Sub-task,Local DMC + BYOS,"DMC-01 subtask: [NEW] Backend: unit test (service logic, mocked repository/publisher)","[NEW] Backend: unit test (service logic, mocked repository/publisher)",,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Sub-task,Local DMC + BYOS,DMC-01 subtask: [NEW] Backend: `@ApplicationModuleTest` module-slice test (event publish/consume),[NEW] Backend: `@ApplicationModuleTest` module-slice test (event publish/consume),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Sub-task,Local DMC + BYOS,DMC-01 subtask: [NEW] Frontend: `useLocalDmcOnboarding` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useLocalDmcOnboarding` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Sub-task,Local DMC + BYOS,DMC-01 subtask: [NEW] Frontend: `LocalDmcOnboarding.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[NEW] Frontend: `LocalDmcOnboarding.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Sub-task,Local DMC + BYOS,"DMC-01 subtask: [NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)","[NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)",,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-01: Submit a new Local DMC for onboarding
Story,Local DMC + BYOS,DMC-02: Run the Local DMC Pending → Active vetting workflow,"As a Super Admin (or delegated Consultant-level reviewer), I want review a submitted Local DMC for basic legitimacy and mark it Active only after at least one verification step, so that PRD §10.3 steps 2–3 are implemented as an explicit workflow, not an implicit status flip.

PRD reference(s): §10.3 Local DMC Onboarding steps 2-3; §22.5 T9
Module(s)/Screen(s): supplier
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: State-machine method on DMC-01's entity plus a reviewer-facing action.","- Given a Local DMC is Pending, when a reviewer completes at least one verification step, then status transitions Pending → Active.
- Given no verification step has been completed, when a reviewer attempts to mark the record Active directly, then the transition is rejected — the entity throws rather than silently allowing it, per backend-best-practices §1.",5,backend;dmc;supplier;phase1,"DMC-01, FND-02",
Sub-task,Local DMC + BYOS,DMC-02 subtask: [EXTEND] Backend: `LocalDmcRecord.activate()` business logic / state-transition method,[EXTEND] Backend: `LocalDmcRecord.activate()` business logic / state-transition method,,,backend;dmc;supplier;phase1;subtask,,DMC-02: Run the Local DMC Pending → Active vetting workflow
Sub-task,Local DMC + BYOS,"DMC-02 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;dmc;supplier;phase1;subtask,,DMC-02: Run the Local DMC Pending → Active vetting workflow
Sub-task,Local DMC + BYOS,DMC-02 subtask: [EXTEND] Backend: REST endpoint `POST /api/v1/local-dmc/{id}/activate`,[EXTEND] Backend: REST endpoint `POST /api/v1/local-dmc/{id}/activate`,,,backend;dmc;supplier;phase1;subtask,,DMC-02: Run the Local DMC Pending → Active vetting workflow
Sub-task,Local DMC + BYOS,DMC-02 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;dmc;supplier;phase1;subtask,,DMC-02: Run the Local DMC Pending → Active vetting workflow
Sub-task,Local DMC + BYOS,DMC-02 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;dmc;supplier;phase1;subtask,,DMC-02: Run the Local DMC Pending → Active vetting workflow
Story,Local DMC + BYOS,DMC-03: Bulk-upload Local DMC inventory via a validated CSV/template tool,"As a Consultant, I want bulk-upload a Local DMC's inventory using a CSV template rather than entering products one at a time, so that PRD §10.2.8's data-entry/bulk-upload engineering scope is implemented, with required-field validation.

PRD reference(s): §10.2.8 Local DMC — Manual Integration
Module(s)/Screen(s): supplier, Local DMC Onboarding — NEW feature folder
Testing tier(s): unit, module (@ApplicationModuleTest), component test
Story points reasoning: CSV parsing + row-level validation + bulk persistence is the most mechanically complex Local DMC story.","- Given a Consultant uploads a CSV missing a required field (product name, category, net rate, currency, cancellation policy text, or availability calendar), when validation runs, then the upload is rejected with row-level, field-level errors — not a partial silent import.
- Given a valid CSV is uploaded, when validation passes, then every row becomes a Local DMC inventory item linked to the DMC record.",8,backend;frontend;dmc;supplier;phase1,DMC-02,
Sub-task,Local DMC + BYOS,DMC-03 subtask: [NEW] Backend: CSV template parser + row-level Bean Validation,[NEW] Backend: CSV template parser + row-level Bean Validation,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-03: Bulk-upload Local DMC inventory via a validated CSV/template tool
Sub-task,Local DMC + BYOS,DMC-03 subtask: [NEW] Backend: bulk-insert endpoint `POST /api/v1/local-dmc/{id}/inventory/bulk-upload`,[NEW] Backend: bulk-insert endpoint `POST /api/v1/local-dmc/{id}/inventory/bulk-upload`,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-03: Bulk-upload Local DMC inventory via a validated CSV/template tool
Sub-task,Local DMC + BYOS,DMC-03 subtask: [NEW] Frontend: `useLocalDmcBulkUpload` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useLocalDmcBulkUpload` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-03: Bulk-upload Local DMC inventory via a validated CSV/template tool
Sub-task,Local DMC + BYOS,DMC-03 subtask: [NEW] Frontend: `LocalDmcBulkUpload.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[NEW] Frontend: `LocalDmcBulkUpload.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-03: Bulk-upload Local DMC inventory via a validated CSV/template tool
Sub-task,Local DMC + BYOS,"DMC-03 subtask: [NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)","[NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)",,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-03: Bulk-upload Local DMC inventory via a validated CSV/template tool
